"","xdat","ds","station","year"
"195654",1.69166666666667,24,21,1956
"195754",1.3875,24,21,1957
"195854",1.9375,24,21,1958
"195954",1.31666666666667,24,21,1959
"196054",1.68333333333333,24,21,1960
"196155",2.01666666666667,24,21,1961
"196255",1.8,24,21,1962
"196355",1.43333333333333,24,21,1963
"196455",1.22083333333333,24,21,1964
"196555",2.06666666666667,24,21,1965
"196655",1.81666666666667,24,21,1966
"196755",1.50416666666667,24,21,1967
"196855",1.9,24,21,1968
"196955",1.5,24,21,1969
"197055",1.85,24,21,1970
"197155",1.08333333333333,24,21,1971
"197255",1.35416666666667,24,21,1972
"197355",1.29166666666667,24,21,1973
"197455",2.3,24,21,1974
"197555",2.03333333333333,24,21,1975
"197655",1.38333333333333,24,21,1976
"197755",2.57083333333333,24,21,1977
"197855",1.3125,24,21,1978
"197955",1.35,24,21,1979
"198055",2.27083333333333,24,21,1980
"198155",2.225,24,21,1981
"198255",1.4875,24,21,1982
"198355",1.88333333333333,24,21,1983
"198455",2.3125,24,21,1984
"198555",1.30833333333333,24,21,1985
"198655",2.2,24,21,1986
"198755",1.8625,24,21,1987
"1951118",1.0125,48,21,1951
"1952118",0.997916666666667,48,21,1952
"1953118",0.779166666666667,48,21,1953
"1954118",1.20833333333333,48,21,1954
"1955118",1.41875,48,21,1955
"1956118",1.24583333333333,48,21,1956
"1957118",1.27291666666667,48,21,1957
"1958118",1.13958333333333,48,21,1958
"1959118",0.847916666666667,48,21,1959
"1960118",1.36666666666667,48,21,1960
"1961119",1.525,48,21,1961
"1962119",1.39166666666667,48,21,1962
"1963119",0.941666666666667,48,21,1963
"1964119",1.03125,48,21,1964
"1965119",1.31875,48,21,1965
"1966119",1.37708333333333,48,21,1966
"1967119",1.09166666666667,48,21,1967
"1968119",1.24583333333333,48,21,1968
"1969119",0.979166666666667,48,21,1969
"1970119",1.25833333333333,48,21,1970
"1971119",0.8,48,21,1971
"1972119",1.03125,48,21,1972
"1973119",1.08333333333333,48,21,1973
"1974119",1.22291666666667,48,21,1974
"1975119",1.18333333333333,48,21,1975
"1976119",0.845833333333333,48,21,1976
"1977119",1.4125,48,21,1977
"1978119",0.864583333333333,48,21,1978
"1979119",0.972916666666667,48,21,1979
"1980119",1.40833333333333,48,21,1980
"1981119",1.50416666666667,48,21,1981
"1982119",1.1,48,21,1982
"1983119",1.20416666666667,48,21,1983
"1984119",1.47708333333333,48,21,1984
"1985119",1.20833333333333,48,21,1985
"1986119",1.66041666666667,48,21,1986
"1987119",1.22916666666667,48,21,1987
"1951216",0.833333333333333,72,21,1951
"1952216",0.730555555555556,72,21,1952
"1953216",0.554166666666667,72,21,1953
"1954216",1.05833333333333,72,21,1954
"1955216",1.03194444444444,72,21,1955
"1956216",1.22222222222222,72,21,1956
"1957216",1.17361111111111,72,21,1957
"1958216",1.00416666666667,72,21,1958
"1959216",0.616666666666667,72,21,1959
"1960216",1.1,72,21,1960
"1961217",1.06944444444444,72,21,1961
"1962217",1.01111111111111,72,21,1962
"1963217",0.752777777777778,72,21,1963
"1964217",0.938888888888889,72,21,1964
"1965217",1.075,72,21,1965
"1966217",1.03888888888889,72,21,1966
"1967217",0.820833333333333,72,21,1967
"1968217",0.884722222222222,72,21,1968
"1969217",0.820833333333333,72,21,1969
"1970217",0.913888888888889,72,21,1970
"1971217",0.656944444444444,72,21,1971
"1972217",0.690277777777778,72,21,1972
"1973217",0.869444444444444,72,21,1973
"1974217",0.919444444444445,72,21,1974
"1975217",0.855555555555556,72,21,1975
"1976217",0.766666666666667,72,21,1976
"1977217",0.980555555555556,72,21,1977
"1978217",0.773611111111111,72,21,1978
"1979217",1.00138888888889,72,21,1979
"1980217",1.11111111111111,72,21,1980
"1981217",1.19722222222222,72,21,1981
"1982217",0.873611111111111,72,21,1982
"1983217",1.12777777777778,72,21,1983
"1984217",1.3125,72,21,1984
"1985217",0.908333333333333,72,21,1985
"1986217",1.56805555555556,72,21,1986
"1987217",0.955555555555555,72,21,1987
"1951316",0.716666666666667,96,21,1951
"1952316",0.6125,96,21,1952
"1953316",0.457291666666667,96,21,1953
"1954316",0.941666666666667,96,21,1954
"1955316",0.773958333333333,96,21,1955
"1956316",0.941666666666667,96,21,1956
"1957316",0.94375,96,21,1957
"1958316",0.908333333333333,96,21,1958
"1959316",0.4875,96,21,1959
"1960316",0.91875,96,21,1960
"1961317",0.841666666666667,96,21,1961
"1962317",0.835416666666667,96,21,1962
"1963317",0.567708333333333,96,21,1963
"1964317",0.957291666666667,96,21,1964
"1965317",0.883333333333333,96,21,1965
"1966317",0.963541666666667,96,21,1966
"1967317",0.685416666666667,96,21,1967
"1968317",0.7,96,21,1968
"1969317",0.76875,96,21,1969
"1970317",0.826041666666667,96,21,1970
"1971317",0.545833333333333,96,21,1971
"1972317",0.791666666666667,96,21,1972
"1973317",0.813541666666667,96,21,1973
"1974317",0.846875,96,21,1974
"1975317",0.641666666666667,96,21,1975
"1976317",0.627083333333333,96,21,1976
"1977317",0.798958333333333,96,21,1977
"1978317",0.69375,96,21,1978
"1979317",0.920833333333333,96,21,1979
"1980317",0.934375,96,21,1980
"1981317",0.945833333333333,96,21,1981
"1982317",0.690625,96,21,1982
"1983317",1.03854166666667,96,21,1983
"1984317",1.21770833333333,96,21,1984
"1985317",0.792708333333333,96,21,1985
"1986317",1.265625,96,21,1986
"1987317",0.782291666666667,96,21,1987
"1951416",0.603333333333333,120,21,1951
"1952416",0.563333333333333,120,21,1952
"1953416",0.475833333333333,120,21,1953
"1954416",0.799166666666667,120,21,1954
"1955416",0.619166666666667,120,21,1955
"1956416",0.829166666666667,120,21,1956
"1957416",0.8325,120,21,1957
"1958416",0.87,120,21,1958
"1959416",0.46,120,21,1959
"1960416",0.7875,120,21,1960
"1961417",0.78,120,21,1961
"1962417",0.770833333333333,120,21,1962
"1963417",0.516666666666667,120,21,1963
"1964417",0.8475,120,21,1964
"1965417",0.750833333333333,120,21,1965
"1966417",0.839166666666667,120,21,1966
"1967417",0.55,120,21,1967
"1968417",0.716666666666667,120,21,1968
"1969417",0.848333333333333,120,21,1969
"1970417",0.6925,120,21,1970
"1971417",0.56,120,21,1971
"1972417",0.635,120,21,1972
"1973417",0.694166666666667,120,21,1973
"1974417",0.770833333333333,120,21,1974
"1975417",0.551666666666667,120,21,1975
"1976417",0.6525,120,21,1976
"1977417",0.645833333333333,120,21,1977
"1978417",0.630833333333333,120,21,1978
"1979417",0.746666666666667,120,21,1979
"1980417",0.851666666666667,120,21,1980
"1981417",0.8475,120,21,1981
"1982417",0.595833333333333,120,21,1982
"1983417",0.849166666666667,120,21,1983
"1984417",1.06833333333333,120,21,1984
"1985417",0.638333333333333,120,21,1985
"1986417",1.02,120,21,1986
"1987417",0.7075,120,21,1987
"198955",1.24166666666667,24,22,1989
"199055",1.89583333333333,24,22,1990
"199155",2.325,24,22,1991
"199255",2.0625,24,22,1992
"199355",1.875,24,22,1993
"199455",3.675,24,22,1994
"199555",2.4125,24,22,1995
"199655",2.21666666666667,24,22,1996
"199754",1.47083333333333,24,22,1997
"199853",2.70416666666667,24,22,1998
"199953",1.925,24,22,1999
"200051",1.525,24,22,2000
"200151",1.64583333333333,24,22,2001
"200250",1.975,24,22,2002
"200340",2.76666666666667,24,22,2003
"200420",2.07083333333333,24,22,2004
"200519",2.5,24,22,2005
"200617",1.825,24,22,2006
"20079",2.1,24,22,2007
"20089",1.8,24,22,2008
"20099",1.18333333333333,24,22,2009
"20109",2.15833333333333,24,22,2010
"20119",1.5,24,22,2011
"20129",1.64166666666667,24,22,2012
"20139",1.4625,24,22,2013
"20148",1.35,24,22,2014
"20158",2.325,24,22,2015
"20167",1.3,24,22,2016
"20177",1.85416666666667,24,22,2017
"1989119",1.00416666666667,48,22,1989
"1990119",1.16041666666667,48,22,1990
"1991119",1.75625,48,22,1991
"1992119",1.34375,48,22,1992
"1993119",1.42291666666667,48,22,1993
"1994119",2.41458333333333,48,22,1994
"1995119",1.59791666666667,48,22,1995
"1996119",1.70833333333333,48,22,1996
"1997118",1.21666666666667,48,22,1997
"1998117",1.70833333333333,48,22,1998
"1999117",1.48333333333333,48,22,1999
"2000115",0.95,48,22,2000
"2001115",1.00416666666667,48,22,2001
"2002114",1.67708333333333,48,22,2002
"2003113",1.70208333333333,48,22,2003
"2004111",1.66041666666667,48,22,2004
"2005110",1.53541666666667,48,22,2005
"200618",1.44375,48,22,2006
"200715",1.57916666666667,48,22,2007
"200815",1.31666666666667,48,22,2008
"200915",0.922916666666667,48,22,2009
"201015",1.66875,48,22,2010
"201115",1.42083333333333,48,22,2011
"201215",1.62291666666667,48,22,2012
"201315",0.947916666666667,48,22,2013
"201414",1.23541666666667,48,22,2014
"201514",1.50625,48,22,2015
"201613",1.0875,48,22,2016
"201713",1.10625,48,22,2017
"1989217",0.848611111111111,72,22,1989
"1990217",0.970833333333333,72,22,1990
"1991217",1.47777777777778,72,22,1991
"1992217",1.01388888888889,72,22,1992
"1993217",1.11944444444444,72,22,1993
"1994217",1.79861111111111,72,22,1994
"1995217",1.10138888888889,72,22,1995
"1996217",1.30833333333333,72,22,1996
"1997216",1.0625,72,22,1997
"1998215",1.40277777777778,72,22,1998
"1999215",1.09166666666667,72,22,1999
"2000213",0.715277777777778,72,22,2000
"2001213",0.801388888888889,72,22,2001
"2002212",1.21666666666667,72,22,2002
"2003211",1.32083333333333,72,22,2003
"200429",1.24027777777778,72,22,2004
"200528",1.33333333333333,72,22,2005
"200627",1.05,72,22,2006
"200725",1.24722222222222,72,22,2007
"200825",0.909722222222222,72,22,2008
"200925",0.6625,72,22,2009
"201025",1.34444444444444,72,22,2010
"201125",1.1,72,22,2011
"201225",1.11944444444444,72,22,2012
"201325",0.734722222222222,72,22,2013
"201424",0.979166666666667,72,22,2014
"201524",1.19583333333333,72,22,2015
"201623",0.930555555555556,72,22,2016
"201723",0.906944444444444,72,22,2017
"1989317",0.75,96,22,1989
"1990317",0.863541666666667,96,22,1990
"1991317",1.33541666666667,96,22,1991
"1992317",0.820833333333333,96,22,1992
"1993317",0.935416666666667,96,22,1993
"1994317",1.425,96,22,1994
"1995317",0.953125,96,22,1995
"1996317",1.02708333333333,96,22,1996
"1997316",0.884375,96,22,1997
"1998315",1.35208333333333,96,22,1998
"1999315",0.877083333333334,96,22,1999
"2000313",0.665625,96,22,2000
"2001313",0.791666666666667,96,22,2001
"2002312",1.13020833333333,96,22,2002
"2003311",1.05729166666667,96,22,2003
"200439",1.00520833333333,96,22,2004
"200538",1.19791666666667,96,22,2005
"200637",0.923958333333333,96,22,2006
"200735",1.01666666666667,96,22,2007
"200835",0.804166666666667,96,22,2008
"200935",0.6,96,22,2009
"201035",1.109375,96,22,2010
"201135",0.86875,96,22,2011
"201235",0.978125,96,22,2012
"201335",0.657291666666667,96,22,2013
"201434",0.834375,96,22,2014
"201534",0.990625,96,22,2015
"201633",0.946875,96,22,2016
"201733",0.769791666666667,96,22,2017
"1989417",0.693333333333333,120,22,1989
"1990417",0.745,120,22,1990
"1991417",1.18333333333333,120,22,1991
"1992417",0.708333333333333,120,22,1992
"1993417",0.794166666666667,120,22,1993
"1994417",1.17083333333333,120,22,1994
"1995417",0.93,120,22,1995
"1996417",0.8375,120,22,1996
"1997416",0.749166666666667,120,22,1997
"1998415",1.20666666666667,120,22,1998
"1999415",0.713333333333333,120,22,1999
"2000413",0.606666666666667,120,22,2000
"2001413",0.683333333333333,120,22,2001
"2002412",1.1475,120,22,2002
"2003411",0.885833333333333,120,22,2003
"200449",0.8325,120,22,2004
"200548",1.0075,120,22,2005
"200647",0.755,120,22,2006
"200745",0.819166666666667,120,22,2007
"200845",0.713333333333333,120,22,2008
"200945",0.575833333333333,120,22,2009
"201045",0.949166666666667,120,22,2010
"201145",0.695833333333333,120,22,2011
"201245",0.9275,120,22,2012
"201345",0.625,120,22,2013
"201444",0.703333333333333,120,22,2014
"201544",0.815833333333333,120,22,2015
"201643",0.8075,120,22,2016
"201743",0.6325,120,22,2017
"193117",1.70833333333333,24,24,1931
"193217",1.9875,24,24,1932
"193317",1.49583333333333,24,24,1933
"193417",1.54583333333333,24,24,1934
"193517",1.8,24,24,1935
"193617",2.10416666666667,24,24,1936
"193717",3.99166666666667,24,24,1937
"193817",1.85,24,24,1938
"193917",3.275,24,24,1939
"194017",3.8625,24,24,1940
"194150",1.6125,24,24,1941
"194250",1.39166666666667,24,24,1942
"194350",1.4125,24,24,1943
"194450",2.42916666666667,24,24,1944
"19468",2.4875,24,24,1946
"194751",1.875,24,24,1947
"194851",2.49583333333333,24,24,1948
"194951",2.12916666666667,24,24,1949
"195051",1.6375,24,24,1950
"195156",1.88333333333333,24,24,1951
"195256",1.92916666666667,24,24,1952
"195356",1.52916666666667,24,24,1953
"195456",2.39583333333333,24,24,1954
"195556",1.44583333333333,24,24,1955
"195656",1.64166666666667,24,24,1956
"195756",1.62916666666667,24,24,1957
"195856",1.64166666666667,24,24,1958
"195956",1.56666666666667,24,24,1959
"196056",1.99166666666667,24,24,1960
"196157",2.2875,24,24,1961
"196257",1.87083333333333,24,24,1962
"196357",1.6125,24,24,1963
"196457",1.98333333333333,24,24,1964
"196557",2.10416666666667,24,24,1965
"196657",1.90833333333333,24,24,1966
"196757",1.82916666666667,24,24,1967
"196857",1.50416666666667,24,24,1968
"196957",1.39166666666667,24,24,1969
"197057",2.17916666666667,24,24,1970
"197157",1.3375,24,24,1971
"197257",1.9125,24,24,1972
"197357",1.41666666666667,24,24,1973
"197457",1.9375,24,24,1974
"197557",1.03333333333333,24,24,1975
"197657",1.60416666666667,24,24,1976
"197757",1.56666666666667,24,24,1977
"197857",1.52083333333333,24,24,1978
"197957",1.48333333333333,24,24,1979
"198057",1.875,24,24,1980
"198157",2.5625,24,24,1981
"198257",1.47916666666667,24,24,1982
"198357",2.25,24,24,1983
"198457",2.8875,24,24,1984
"198557",1.90833333333333,24,24,1985
"198657",2.4125,24,24,1986
"198757",2.12083333333333,24,24,1987
"198856",1.7,24,24,1988
"198957",1.35833333333333,24,24,1989
"199057",2.31666666666667,24,24,1990
"199157",2.36666666666667,24,24,1991
"199257",2.225,24,24,1992
"199357",2.25833333333333,24,24,1993
"199457",3.675,24,24,1994
"199557",2.5625,24,24,1995
"199657",2.03333333333333,24,24,1996
"199756",2.05,24,24,1997
"199855",2.90416666666667,24,24,1998
"199955",2.09583333333333,24,24,1999
"200053",1.9,24,24,2000
"200153",1.93333333333333,24,24,2001
"200252",2.24166666666667,24,24,2002
"200351",2.9875,24,24,2003
"200440",2.14583333333333,24,24,2004
"200530",2.22916666666667,24,24,2005
"200620",1.82083333333333,24,24,2006
"200710",2.95,24,24,2007
"200810",2.1375,24,24,2008
"200910",1.42083333333333,24,24,2009
"201010",2.28333333333333,24,24,2010
"201110",1.575,24,24,2011
"201210",1.8,24,24,2012
"201310",1.88333333333333,24,24,2013
"20149",1.45416666666667,24,24,2014
"20159",1.24583333333333,24,24,2015
"193118",1.35416666666667,48,24,1931
"193218",1.28958333333333,48,24,1932
"193318",0.964583333333333,48,24,1933
"193418",1.13333333333333,48,24,1934
"193518",1.49791666666667,48,24,1935
"193618",1.29583333333333,48,24,1936
"193718",2.86666666666667,48,24,1937
"193818",1.64583333333333,48,24,1938
"193918",2.66666666666667,48,24,1939
"194018",2.56666666666667,48,24,1940
"1941114",1.39166666666667,48,24,1941
"1942114",1.06458333333333,48,24,1942
"1943114",0.95,48,24,1943
"1944114",1.42708333333333,48,24,1944
"194614",2.4625,48,24,1946
"1947115",1.29375,48,24,1947
"1948115",2.43125,48,24,1948
"1949115",1.24791666666667,48,24,1949
"1950115",1.09583333333333,48,24,1950
"1951120",1.37291666666667,48,24,1951
"1952120",1.29791666666667,48,24,1952
"1953120",0.91875,48,24,1953
"1954120",1.97708333333333,48,24,1954
"1955120",0.99375,48,24,1955
"1956120",1.125,48,24,1956
"1957120",1.25833333333333,48,24,1957
"1958120",0.9625,48,24,1958
"1959120",1.17291666666667,48,24,1959
"1960120",1.64375,48,24,1960
"1961121",1.89166666666667,48,24,1961
"1962121",1.2875,48,24,1962
"1963121",1.09583333333333,48,24,1963
"1964121",1.26875,48,24,1964
"1965121",1.53333333333333,48,24,1965
"1966121",1.44791666666667,48,24,1966
"1967121",1.62916666666667,48,24,1967
"1968121",0.985416666666667,48,24,1968
"1969121",1.23958333333333,48,24,1969
"1970121",1.24791666666667,48,24,1970
"1971121",1.17916666666667,48,24,1971
"1972121",1.1375,48,24,1972
"1973121",1.30833333333333,48,24,1973
"1974121",1.325,48,24,1974
"1975121",1.24375,48,24,1975
"1976121",1.09583333333333,48,24,1976
"1977121",1.04166666666667,48,24,1977
"1978121",1.07916666666667,48,24,1978
"1979121",1.45416666666667,48,24,1979
"1980121",1.24583333333333,48,24,1980
"1981121",1.6875,48,24,1981
"1982121",1.18125,48,24,1982
"1983121",1.59375,48,24,1983
"1984121",1.87708333333333,48,24,1984
"1985121",1.06875,48,24,1985
"1986121",1.78541666666667,48,24,1986
"1987121",1.525,48,24,1987
"1988120",1.55,48,24,1988
"1989121",1.2,48,24,1989
"1990121",1.49583333333333,48,24,1990
"1991121",1.87291666666667,48,24,1991
"1992121",1.4875,48,24,1992
"1993121",1.68125,48,24,1993
"1994121",2.59375,48,24,1994
"1995121",1.67291666666667,48,24,1995
"1996121",1.67083333333333,48,24,1996
"1997120",1.49583333333333,48,24,1997
"1998119",1.8,48,24,1998
"1999119",1.78541666666667,48,24,1999
"2000117",1.33125,48,24,2000
"2001117",1.1,48,24,2001
"2002116",2.00416666666667,48,24,2002
"2003115",1.90625,48,24,2003
"2004113",1.75,48,24,2004
"2005112",2.15416666666667,48,24,2005
"2006111",1.41458333333333,48,24,2006
"200716",1.875,48,24,2007
"200816",1.19583333333333,48,24,2008
"200916",0.891666666666667,48,24,2009
"201016",1.79791666666667,48,24,2010
"201116",1.31666666666667,48,24,2011
"201216",1.675,48,24,2012
"201316",1.08333333333333,48,24,2013
"201415",1.17291666666667,48,24,2014
"201515",1.0875,48,24,2015
"193127",1.34722222222222,72,24,1931
"193227",0.972222222222222,72,24,1932
"193327",0.8125,72,24,1933
"193427",0.859722222222222,72,24,1934
"193527",1.09722222222222,72,24,1935
"193627",0.977777777777778,72,24,1936
"193727",1.93611111111111,72,24,1937
"193827",1.16111111111111,72,24,1938
"193927",1.99722222222222,72,24,1939
"194027",2.10138888888889,72,24,1940
"1941212",1.08472222222222,72,24,1941
"1942212",0.836111111111111,72,24,1942
"1943212",0.711111111111111,72,24,1943
"1944212",1.08888888888889,72,24,1944
"194624",1.74027777777778,72,24,1946
"1947213",1.13194444444444,72,24,1947
"1948213",1.75,72,24,1948
"1949213",0.909722222222222,72,24,1949
"1950213",0.8125,72,24,1950
"1951218",1.13611111111111,72,24,1951
"1952218",0.865277777777778,72,24,1952
"1953218",0.684722222222222,72,24,1953
"1954218",1.4625,72,24,1954
"1955218",0.869444444444444,72,24,1955
"1956218",1.16805555555556,72,24,1956
"1957218",1.07638888888889,72,24,1957
"1958218",0.780555555555556,72,24,1958
"1959218",1.00972222222222,72,24,1959
"1960218",1.16944444444444,72,24,1960
"1961219",1.26805555555556,72,24,1961
"1962219",1.00833333333333,72,24,1962
"1963219",0.886111111111111,72,24,1963
"1964219",1.15555555555556,72,24,1964
"1965219",1.43333333333333,72,24,1965
"1966219",1.08055555555556,72,24,1966
"1967219",1.31805555555556,72,24,1967
"1968219",0.791666666666667,72,24,1968
"1969219",1.02083333333333,72,24,1969
"1970219",0.952777777777778,72,24,1970
"1971219",0.9,72,24,1971
"1972219",0.781944444444444,72,24,1972
"1973219",1.02083333333333,72,24,1973
"1974219",0.994444444444445,72,24,1974
"1975219",0.829166666666667,72,24,1975
"1976219",0.944444444444444,72,24,1976
"1977219",0.808333333333333,72,24,1977
"1978219",0.852777777777778,72,24,1978
"1979219",1.35833333333333,72,24,1979
"1980219",1.11527777777778,72,24,1980
"1981219",1.29166666666667,72,24,1981
"1982219",1.01527777777778,72,24,1982
"1983219",1.47916666666667,72,24,1983
"1984219",1.58611111111111,72,24,1984
"1985219",0.848611111111111,72,24,1985
"1986219",1.55972222222222,72,24,1986
"1987219",1.09861111111111,72,24,1987
"1988218",1.31944444444444,72,24,1988
"1989219",1.03888888888889,72,24,1989
"1990219",1.00277777777778,72,24,1990
"1991219",1.52083333333333,72,24,1991
"1992219",1.05,72,24,1992
"1993219",1.33333333333333,72,24,1993
"1994219",1.96111111111111,72,24,1994
"1995219",1.23055555555556,72,24,1995
"1996219",1.2875,72,24,1996
"1997218",1.275,72,24,1997
"1998217",1.5125,72,24,1998
"1999217",1.3375,72,24,1999
"2000215",0.905555555555556,72,24,2000
"2001215",0.926388888888889,72,24,2001
"2002214",1.53472222222222,72,24,2002
"2003213",1.50138888888889,72,24,2003
"2004211",1.29861111111111,72,24,2004
"2005210",1.55972222222222,72,24,2005
"200629",1.05555555555556,72,24,2006
"200726",1.32777777777778,72,24,2007
"200826",1.11111111111111,72,24,2008
"200926",0.745833333333333,72,24,2009
"201026",1.43472222222222,72,24,2010
"201126",1.2,72,24,2011
"201226",1.16805555555556,72,24,2012
"201326",0.906944444444444,72,24,2013
"201425",0.909722222222222,72,24,2014
"201525",0.843055555555556,72,24,2015
"193137",1.16666666666667,96,24,1931
"193237",0.855208333333333,96,24,1932
"193337",0.754166666666667,96,24,1933
"193437",0.740625,96,24,1934
"193537",0.958333333333333,96,24,1935
"193637",0.782291666666667,96,24,1936
"193737",1.515625,96,24,1937
"193837",0.959375,96,24,1938
"193937",1.709375,96,24,1939
"194037",1.64270833333333,96,24,1940
"1941312",0.85625,96,24,1941
"1942312",0.670833333333333,96,24,1942
"1943312",0.603125,96,24,1943
"1944312",0.965625,96,24,1944
"194634",1.37395833333333,96,24,1946
"1947313",1.04270833333333,96,24,1947
"1948313",1.35208333333333,96,24,1948
"1949313",0.745833333333333,96,24,1949
"1950313",0.738541666666667,96,24,1950
"1951318",0.979166666666667,96,24,1951
"1952318",0.794791666666667,96,24,1952
"1953318",0.53125,96,24,1953
"1954318",1.16145833333333,96,24,1954
"1955318",0.65625,96,24,1955
"1956318",0.942708333333333,96,24,1956
"1957318",0.809375,96,24,1957
"1958318",0.764583333333333,96,24,1958
"1959318",0.761458333333333,96,24,1959
"1960318",0.983333333333333,96,24,1960
"1961319",1.06666666666667,96,24,1961
"1962319",0.81875,96,24,1962
"1963319",0.66875,96,24,1963
"1964319",0.983333333333333,96,24,1964
"1965319",1.14895833333333,96,24,1965
"1966319",1.00104166666667,96,24,1966
"1967319",1.02083333333333,96,24,1967
"1968319",0.74375,96,24,1968
"1969319",0.85625,96,24,1969
"1970319",1.06041666666667,96,24,1970
"1971319",0.723958333333333,96,24,1971
"1972319",0.972916666666667,96,24,1972
"1973319",0.902083333333333,96,24,1973
"1974319",0.863541666666667,96,24,1974
"1975319",0.708333333333333,96,24,1975
"1976319",0.783333333333333,96,24,1976
"1977319",0.697916666666667,96,24,1977
"1978319",0.803125,96,24,1978
"1979319",1.075,96,24,1979
"1980319",1.071875,96,24,1980
"1981319",1.06354166666667,96,24,1981
"1982319",0.808333333333333,96,24,1982
"1983319",1.22395833333333,96,24,1983
"1984319",1.38958333333333,96,24,1984
"1985319",0.842708333333333,96,24,1985
"1986319",1.26770833333333,96,24,1986
"1987319",0.836458333333333,96,24,1987
"1988318",1.09166666666667,96,24,1988
"1989319",0.873958333333333,96,24,1989
"1990319",0.864583333333333,96,24,1990
"1991319",1.29791666666667,96,24,1991
"1992319",0.861458333333333,96,24,1992
"1993319",1.08541666666667,96,24,1993
"1994319",1.590625,96,24,1994
"1995319",1.17916666666667,96,24,1995
"1996319",1.02604166666667,96,24,1996
"1997318",1.03541666666667,96,24,1997
"1998317",1.37083333333333,96,24,1998
"1999317",1.05625,96,24,1999
"2000315",0.801041666666667,96,24,2000
"2001315",0.991666666666667,96,24,2001
"2002314",1.34479166666667,96,24,2002
"2003313",1.20520833333333,96,24,2003
"2004311",1.05729166666667,96,24,2004
"2005310",1.28541666666667,96,24,2005
"200639",0.938541666666667,96,24,2006
"200736",1.06666666666667,96,24,2007
"200836",1.03645833333333,96,24,2008
"200936",0.592708333333333,96,24,2009
"201036",1.21458333333333,96,24,2010
"201136",0.967708333333333,96,24,2011
"201236",1.06875,96,24,2012
"201336",0.761458333333333,96,24,2013
"201435",0.838541666666667,96,24,2014
"201535",0.694791666666667,96,24,2015
"193147",0.955,120,24,1931
"193247",0.935833333333333,120,24,1932
"193347",0.8,120,24,1933
"193447",0.693333333333333,120,24,1934
"193547",0.9,120,24,1935
"193647",0.6725,120,24,1936
"193747",1.32916666666667,120,24,1937
"193847",0.8325,120,24,1938
"193947",1.6825,120,24,1939
"194047",1.38666666666667,120,24,1940
"1941412",0.735833333333333,120,24,1941
"1942412",0.668333333333333,120,24,1942
"1943412",0.639166666666667,120,24,1943
"1944412",0.869166666666667,120,24,1944
"194644",1.37583333333333,120,24,1946
"1947413",0.9275,120,24,1947
"1948413",1.1075,120,24,1948
"1949413",0.645,120,24,1949
"1950413",0.681666666666667,120,24,1950
"1951418",0.8425,120,24,1951
"1952418",0.751666666666667,120,24,1952
"1953418",0.558333333333333,120,24,1953
"1954418",1.14916666666667,120,24,1954
"1955418",0.5825,120,24,1955
"1956418",0.864166666666667,120,24,1956
"1957418",0.748333333333333,120,24,1957
"1958418",0.741666666666667,120,24,1958
"1959418",0.629166666666667,120,24,1959
"1960418",0.855,120,24,1960
"1961419",0.9475,120,24,1961
"1962419",0.838333333333333,120,24,1962
"1963419",0.643333333333333,120,24,1963
"1964419",0.8525,120,24,1964
"1965419",0.974166666666667,120,24,1965
"1966419",0.918333333333333,120,24,1966
"1967419",0.824166666666667,120,24,1967
"1968419",0.634166666666667,120,24,1968
"1969419",0.913333333333333,120,24,1969
"1970419",0.956666666666667,120,24,1970
"1971419",0.650833333333333,120,24,1971
"1972419",0.780833333333333,120,24,1972
"1973419",0.744166666666667,120,24,1973
"1974419",0.7625,120,24,1974
"1975419",0.566666666666667,120,24,1975
"1976419",0.73,120,24,1976
"1977419",0.630833333333333,120,24,1977
"1978419",0.713333333333333,120,24,1978
"1979419",0.915833333333333,120,24,1979
"1980419",0.943333333333333,120,24,1980
"1981419",0.93,120,24,1981
"1982419",0.700833333333333,120,24,1982
"1983419",1.02083333333333,120,24,1983
"1984419",1.20666666666667,120,24,1984
"1985419",0.690833333333333,120,24,1985
"1986419",1.09333333333333,120,24,1986
"1987419",0.764166666666667,120,24,1987
"1988418",0.925,120,24,1988
"1989419",0.805833333333333,120,24,1989
"1990419",0.743333333333333,120,24,1990
"1991419",1.26583333333333,120,24,1991
"1992419",0.720833333333333,120,24,1992
"1993419",0.933333333333333,120,24,1993
"1994419",1.3025,120,24,1994
"1995419",1.145,120,24,1995
"1996419",0.834166666666667,120,24,1996
"1997418",0.859166666666667,120,24,1997
"1998417",1.22666666666667,120,24,1998
"1999417",0.86,120,24,1999
"2000415",0.718333333333333,120,24,2000
"2001415",0.826666666666667,120,24,2001
"2002414",1.36,120,24,2002
"2003413",1.0225,120,24,2003
"2004411",0.870833333333333,120,24,2004
"2005410",1.1025,120,24,2005
"200649",0.810833333333333,120,24,2006
"200746",0.920833333333333,120,24,2007
"200846",0.933333333333333,120,24,2008
"200946",0.563333333333333,120,24,2009
"201046",1.04666666666667,120,24,2010
"201146",0.775833333333333,120,24,2011
"201246",1.0225,120,24,2012
"201346",0.666666666666667,120,24,2013
"201445",0.705,120,24,2014
"201545",0.5725,120,24,2015
"193119",1.52916666666667,24,25,1931
"193219",2.52916666666667,24,25,1932
"193319",1.3625,24,25,1933
"193419",2.06666666666667,24,25,1934
"193519",2.07916666666667,24,25,1935
"193619",3.17083333333333,24,25,1936
"193719",1.3375,24,25,1937
